user_id,ab_group,ts,pdate
CtYgeWB8ayZwB1USJbMkAg==,A,2023-05-01 18:55:12.301722,2023-05-01
CtYgeWB8ayZwB1USJbMkAg==,A,2023-05-01 19:15:14.489118,2023-05-01
CtYgeWB8ayZwB1USJbMkAg==,A,2023-05-01 19:15:50.342607,2023-05-01
CtYgeWBDRkB89o3BBUoEAg==,A,2023-05-02 09:41:48.119316,2023-05-02
CtYgeWBDRkB89o3BBUoEAg==,A,2023-05-02 09:45:07.077533,2023-05-02
CtYgeWBDRkB89o3BBUoEAg==,A,2023-05-02 09:46:55.464709,2023-05-02
CtYgeWBDRkB89o3BBUoEAg==,A,2023-05-02 09:50:50.224872,2023-05-02
CtYgeWBDRkB89o3BBUoEAg==,A,2023-05-02 09:53:16.624673,2023-05-02
CtYgeWBDRkB89o3BBUoEAg==,A,2023-05-02 10:11:48.232672,2023-05-02
CtYgeWBIzRhITjwHA+Y3Ag==,A,2023-05-03 14:49:03.139164,2023-05-03
CtYgeWBIzRhITjwHA+Y3Ag==,A,2023-05-03 14:51:53.284082,2023-05-03
CtYgeWBIzRhITjwHA+Y3Ag==,A,2023-05-03 14:54:24.428613,2023-05-03
CtYgeWBIzRhITjwHA+Y3Ag==,A,2023-05-03 15:03:50.359365,2023-05-03
CtYgeWBRsoYw9yisBkvyAg==,A,2023-05-01 05:04:59.924301,2023-05-01
CtYgeWBRsoYw9yisBkvyAg==,A,2023-05-01 05:06:20.055464,2023-05-01
CtYgeWBRsoYw9yisBkvyAg==,A,2023-05-01 05:07:22.472122,2023-05-01
CtYgeWBRsoYw9yisBkvyAg==,A,2023-05-01 05:32:27.132078,2023-05-01
CtYgeWBgzoEBr/uYBuKHAg==,A,2023-05-03 21:22:55.476460,2023-05-03
CtYgeWBgzoEBr/uYBuKHAg==,A,2023-05-03 21:23:38.735037,2023-05-03
CtYgeWBgzoEBr/uYBuKHAg==,A,2023-05-03 21:28:55.511060,2023-05-03
CtYgeWBgzoEBr/uYBuKHAg==,A,2023-05-03 21:29:22.209616,2023-05-03
CtYgeWBgzoEBr/uYBuKHAg==,A,2023-05-03 21:30:44.748099,2023-05-03
CtYgeWBgzoEBr/uYBuKHAg==,A,2023-05-03 21:31:15.740929,2023-05-03
CtYgeWBgzoEBr/uYBuKHAg==,A,2023-05-03 21:33:20.890541,2023-05-03
CtYgeWBmzTyYl74tDY27Ag==,A,2023-05-03 09:31:28.570699,2023-05-03
CtYgeWBmzTyYl74tDY27Ag==,A,2023-05-03 09:32:26.319453,2023-05-03
CtYgeWBmzTyYl74tDY27Ag==,A,2023-05-03 09:33:59.988800,2023-05-03
CtYgeWBmzTyYl74tDY27Ag==,A,2023-05-03 09:40:30.325221,2023-05-03
CtYgeWBmzTyYl74tDY27Ag==,A,2023-05-03 09:41:44.865653,2023-05-03
CtYgeWBmzTyYl74tDY27Ag==,A,2023-05-05 13:35:17.461080,2023-05-05
CtYgeWBmzTyYl74tDY27Ag==,A,2023-05-05 13:38:40.221718,2023-05-05
CtYgeWBmzTyYl74tDY27Ag==,A,2023-05-05 13:39:16.960108,2023-05-05
CtYgeWBmzTyYl74tDY27Ag==,A,2023-05-05 13:42:03.502751,2023-05-05
CtYgeWBmzTyYl74tDY27Ag==,A,2023-05-05 14:07:30.250958,2023-05-05
CtYgeWBoJT0CtZ+3BBW3Ag==,A,2023-05-01 19:45:50.677838,2023-05-01
CtYgeWBoJT0CtZ+3BBW3Ag==,A,2023-05-01 19:46:27.425588,2023-05-01
CtYgeWBoJT0CtZ+3BBW3Ag==,A,2023-05-01 19:47:15.509829,2023-05-01
CtYgeWBoJT0CtZ+3BBW3Ag==,A,2023-05-01 19:47:40.873916,2023-05-01
CtYgeWBoJT0CtZ+3BBW3Ag==,A,2023-05-01 19:48:38.485617,2023-05-01
CtYgeWBoJT0CtZ+3BBW3Ag==,A,2023-05-01 19:49:58.961743,2023-05-01
CtYgeWBoJT0CtZ+3BBW3Ag==,A,2023-05-01 20:01:53.161638,2023-05-01
CtYgeWBoJT0CtZ+3BBW3Ag==,A,2023-05-01 20:02:05.022995,2023-05-01
CtYgeWBoJT0CtZ+3BBW3Ag==,A,2023-05-01 20:02:07.540255,2023-05-01
CtYgeWBoJT0CtZ+3BBW3Ag==,A,2023-05-01 20:03:05.928587,2023-05-01
CtYgeWBoJT0CtZ+3BBW3Ag==,A,2023-05-01 20:05:03.181059,2023-05-01
CtYgeWBoJT0CtZ+3BBW3Ag==,A,2023-05-01 20:06:36.817881,2023-05-01
CtYgeWBoJT0CtZ+3BBW3Ag==,A,2023-05-01 20:07:30.875940,2023-05-01
CtYgeWBoJT0CtZ+3BBW3Ag==,A,2023-05-01 20:09:48.720634,2023-05-01
CtYgeWBoJT0CtZ+3BBW3Ag==,A,2023-05-01 20:10:58.491244,2023-05-01
CtYgeWBoJT0CtZ+3BBW3Ag==,A,2023-05-01 20:11:41.040369,2023-05-01
CtYgeWBoJT0CtZ+3BBW3Ag==,A,2023-05-01 20:12:17.520274,2023-05-01
CtYgeWBoJT0CtZ+3BBW3Ag==,A,2023-05-01 20:12:58.189148,2023-05-01
CtYgeWBoJT0CtZ+3BBW3Ag==,A,2023-05-01 20:15:56.710437,2023-05-01
CtYgeWBoJT0CtZ+3BBW3Ag==,A,2023-05-01 20:16:42.836240,2023-05-01
CtYgeWBoJT0CtZ+3BBW3Ag==,A,2023-05-01 20:17:49.659784,2023-05-01
CtYgeWBoJT0CtZ+3BBW3Ag==,A,2023-05-01 20:18:23.721465,2023-05-01
CtYgeWBoJT0CtZ+3BBW3Ag==,A,2023-05-01 20:18:58.535278,2023-05-01
CtYgeWBoJT0CtZ+3BBW3Ag==,A,2023-05-01 20:19:46.153960,2023-05-01
CtYgeWBoJT0CtZ+3BBW3Ag==,A,2023-05-01 20:21:32.759848,2023-05-01
CtYgeWBoJT0CtZ+3BBW3Ag==,A,2023-05-01 20:30:13.554815,2023-05-01
CtYgeWBoJT0CtZ+3BBW3Ag==,A,2023-05-01 20:31:19.263508,2023-05-01
CtYgeWBoJT0CtZ+3BBW3Ag==,A,2023-05-01 20:34:42.291417,2023-05-01
CtYgeWBoJT0CtZ+3BBW3Ag==,A,2023-05-01 21:16:24.962927,2023-05-01
CtYgeWBoJT0CtZ+3BBW3Ag==,A,2023-05-01 21:19:28.207193,2023-05-01
CtYgeWBoJT0CtZ+3BBW3Ag==,A,2023-05-01 21:20:13.221712,2023-05-01
CtYgeWBoJT0CtZ+3BBW3Ag==,A,2023-05-01 21:21:10.455458,2023-05-01
CtYgeWBoJT0CtZ+3BBW3Ag==,A,2023-05-01 21:22:16.257510,2023-05-01
CtYgeWBoJT0CtZ+3BBW3Ag==,A,2023-05-01 21:23:33.608510,2023-05-01
CtYgeWBoJT0CtZ+3BBW3Ag==,A,2023-05-01 21:23:46.374330,2023-05-01
CtYgeWBoJT0CtZ+3BBW3Ag==,A,2023-05-01 21:24:22.359119,2023-05-01
CtYgeWBoJT0CtZ+3BBW3Ag==,A,2023-05-01 21:25:02.959610,2023-05-01
CtYgeWBoJT0CtZ+3BBW3Ag==,A,2023-05-01 21:26:13.184766,2023-05-01
CtYgeWBoJT0CtZ+3BBW3Ag==,A,2023-05-01 21:26:21.884822,2023-05-01
CtYgeWBoJT0CtZ+3BBW3Ag==,A,2023-05-01 21:27:15.117944,2023-05-01
CtYgeWBoJT0CtZ+3BBW3Ag==,A,2023-05-01 21:30:11.540269,2023-05-01
CtYgeWBoJT0CtZ+3BBW3Ag==,A,2023-05-01 21:31:01.898641,2023-05-01
CtYgeWBoJT0CtZ+3BBW3Ag==,A,2023-05-01 21:32:16.116933,2023-05-01
CtYgeWBoJT0CtZ+3BBW3Ag==,A,2023-05-01 21:32:35.957608,2023-05-01
CtYgeWBoJT0CtZ+3BBW3Ag==,A,2023-05-02 16:29:02.079782,2023-05-02
CtYgeWBoJT0CtZ+3BBW3Ag==,A,2023-05-02 16:29:31.983979,2023-05-02
CtYgeWBoJT0CtZ+3BBW3Ag==,A,2023-05-02 16:36:46.113602,2023-05-02
CtYgeWBoJT0CtZ+3BBW3Ag==,A,2023-05-02 16:38:04.948982,2023-05-02
CtYgeWBoJT0CtZ+3BBW3Ag==,A,2023-05-02 16:42:25.253955,2023-05-02
CtYgeWBoJT0CtZ+3BBW3Ag==,A,2023-05-02 16:43:07.425744,2023-05-02
CtYgeWBoJT0CtZ+3BBW3Ag==,A,2023-05-02 16:44:02.395090,2023-05-02
CtYgeWBoJT0CtZ+3BBW3Ag==,A,2023-05-02 16:44:47.770351,2023-05-02
CtYgeWBoJT0CtZ+3BBW3Ag==,A,2023-05-02 16:47:42.138341,2023-05-02
CtYgeWBoJT0CtZ+3BBW3Ag==,A,2023-05-02 16:49:00.566685,2023-05-02
CtYgeWBoJT0CtZ+3BBW3Ag==,A,2023-05-02 16:56:48.836170,2023-05-02
CtYgeWBoJT0CtZ+3BBW3Ag==,A,2023-05-02 16:57:37.526191,2023-05-02
CtYgeWBoJT0CtZ+3BBW3Ag==,A,2023-05-02 17:03:02.389987,2023-05-02
CtYgeWBoJT0CtZ+3BBW3Ag==,A,2023-05-02 17:07:12.883782,2023-05-02
CtYgeWBoJT0CtZ+3BBW3Ag==,A,2023-05-02 17:07:54.794906,2023-05-02
CtYgeWBoJT0CtZ+3BBW3Ag==,A,2023-05-02 17:08:41.364694,2023-05-02
CtYgeWBoJT0CtZ+3BBW3Ag==,A,2023-05-02 17:09:26.596904,2023-05-02
CtYgeWBoJT0CtZ+3BBW3Ag==,A,2023-05-02 17:29:24.239036,2023-05-02
CtYgeWBoJT0CtZ+3BBW3Ag==,A,2023-05-02 17:44:45.829038,2023-05-02
CtYgeWBoJT0CtZ+3BBW3Ag==,A,2023-05-02 17:51:00.252452,2023-05-02
CtYgeWBoJT0CtZ+3BBW3Ag==,A,2023-05-02 17:52:34.075586,2023-05-02
CtYgeWBoJT0CtZ+3BBW3Ag==,A,2023-05-02 17:54:08.291803,2023-05-02
CtYgeWBoJT0CtZ+3BBW3Ag==,A,2023-05-02 17:54:34.885838,2023-05-02
CtYgeWBoJT0CtZ+3BBW3Ag==,A,2023-05-02 17:56:02.091112,2023-05-02
CtYgeWBoJT0CtZ+3BBW3Ag==,A,2023-05-03 13:26:21.489162,2023-05-03
CtYgeWBoJT0CtZ+3BBW3Ag==,A,2023-05-03 13:28:06.195133,2023-05-03
CtYgeWBoJT0CtZ+3BBW3Ag==,A,2023-05-03 13:29:29.390869,2023-05-03
CtYgeWBoJT0CtZ+3BBW3Ag==,A,2023-05-03 13:42:28.536269,2023-05-03
CtYgeWBoJT0CtZ+3BBW3Ag==,A,2023-05-03 13:43:55.826061,2023-05-03
CtYgeWBoJT0CtZ+3BBW3Ag==,A,2023-05-03 13:45:44.048963,2023-05-03
CtYgeWBoJT0CtZ+3BBW3Ag==,A,2023-05-03 13:48:01.726620,2023-05-03
CtYgeWBoJT0CtZ+3BBW3Ag==,A,2023-05-03 13:48:27.834001,2023-05-03
CtYgeWBoJT0CtZ+3BBW3Ag==,A,2023-05-03 13:48:40.467910,2023-05-03
CtYgeWBoJT0CtZ+3BBW3Ag==,A,2023-05-03 13:59:18.706512,2023-05-03
CtYgeWBoJT0CtZ+3BBW3Ag==,A,2023-05-03 13:59:34.426900,2023-05-03
CtYgeWBoJT0CtZ+3BBW3Ag==,A,2023-05-06 09:36:26.928584,2023-05-06
CtYgeWBoJT0CtZ+3BBW3Ag==,A,2023-05-06 09:36:58.686680,2023-05-06
CtYgeWBoJT0CtZ+3BBW3Ag==,A,2023-05-06 09:37:23.787262,2023-05-06
CtYgeWBoJT0CtZ+3BBW3Ag==,A,2023-05-06 09:37:54.835178,2023-05-06
CtYgeWBoJT0CtZ+3BBW3Ag==,A,2023-05-06 09:38:09.470351,2023-05-06
CtYgeWBoJT0CtZ+3BBW3Ag==,A,2023-05-06 09:38:55.953555,2023-05-06
CtYgeWBoJT0CtZ+3BBW3Ag==,A,2023-05-06 09:39:21.152611,2023-05-06
CtYgeWBoJT0CtZ+3BBW3Ag==,A,2023-05-06 09:39:42.567855,2023-05-06
CtYgeWBoJT0CtZ+3BBW3Ag==,A,2023-05-06 09:40:04.054139,2023-05-06
CtYgeWBoJT0CtZ+3BBW3Ag==,A,2023-05-06 09:41:02.156315,2023-05-06
CtYgeWBoJT0CtZ+3BBW3Ag==,A,2023-05-06 09:41:22.640402,2023-05-06
CtYgeWBoJT0CtZ+3BBW3Ag==,A,2023-05-06 09:42:31.552716,2023-05-06
CtYgeWBoJT0CtZ+3BBW3Ag==,A,2023-05-06 09:43:02.155657,2023-05-06
CtYgeWBoJT0CtZ+3BBW3Ag==,A,2023-05-06 09:43:31.054339,2023-05-06
CtYgeWBoJT0CtZ+3BBW3Ag==,A,2023-05-06 09:43:55.404733,2023-05-06
CtYgeWBojcYGV5+8C5LGAg==,A,2023-05-01 09:19:13.187469,2023-05-01
CtYgeWBojcYGV5+8C5LGAg==,A,2023-05-01 09:19:16.926854,2023-05-01
CtYgeWBojcYGV5+8C5LGAg==,A,2023-05-01 09:19:56.491234,2023-05-01
CtYgeWBojcYGV5+8C5LGAg==,A,2023-05-01 09:21:54.353874,2023-05-01
CtYgeWBojcYGV5+8C5LGAg==,A,2023-05-01 09:21:54.729316,2023-05-01
CtYgeWBojcYGV5+8C5LGAg==,A,2023-05-01 09:22:52.785743,2023-05-01
CtYgeWBojcYGV5+8C5LGAg==,A,2023-05-01 09:23:01.984838,2023-05-01
CtYgeWBojcYGV5+8C5LGAg==,A,2023-05-01 09:23:46.693671,2023-05-01
CtYgeWBojcYGV5+8C5LGAg==,A,2023-05-01 09:23:46.972364,2023-05-01
CtYgeWBojcYGV5+8C5LGAg==,A,2023-05-01 09:24:20.818593,2023-05-01
CtYgeWBojcYGV5+8C5LGAg==,A,2023-05-01 09:24:32.151254,2023-05-01
CtYgeWBojcYGV5+8C5LGAg==,A,2023-05-01 09:24:32.554507,2023-05-01
CtYgeWBojcYGV5+8C5LGAg==,A,2023-05-01 09:26:32.323223,2023-05-01
CtYgeWBojcYGV5+8C5LGAg==,A,2023-05-01 09:27:03.028383,2023-05-01
CtYgeWBqwmp4kGtkA0ufAg==,A,2023-05-02 18:40:18.093280,2023-05-02
CtYgeWBqwmp4kGtkA0ufAg==,A,2023-05-02 18:42:52.312169,2023-05-02
CtYgeWBqwmp4kGtkA0ufAg==,A,2023-05-02 18:43:20.747753,2023-05-02
CtYgeWBqwmp4kGtkA0ufAg==,A,2023-05-02 18:43:28.186945,2023-05-02
CtYgeWBqwmp4kGtkA0ufAg==,A,2023-05-02 18:44:37.216007,2023-05-02
CtYgeWBqwmp4kGtkA0ufAg==,A,2023-05-02 18:45:02.092725,2023-05-02
CtYgeWBqwmp4kGtkA0ufAg==,A,2023-05-02 18:56:22.640096,2023-05-02
CtYgeWBqwmp4kGtkA0ufAg==,A,2023-05-02 18:57:27.034918,2023-05-02
CtYgeWBqwmp4kGtkA0ufAg==,A,2023-05-02 18:57:55.378680,2023-05-02
CtYgeWBqwmp4kGtkA0ufAg==,A,2023-05-02 18:58:39.197835,2023-05-02
CtYgeWBqwmp4kGtkA0ufAg==,A,2023-05-02 19:00:07.605496,2023-05-02
CtYgeWBwGI5ZLCR3Ax7cAg==,A,2023-05-01 06:11:49.232857,2023-05-01
CtYgeWBwGI5ZLCR3Ax7cAg==,A,2023-05-01 06:12:27.449432,2023-05-01
CtYgeWBwGI5ZLCR3Ax7cAg==,A,2023-05-01 06:13:42.915129,2023-05-01
CtYgeWBwGI5ZLCR3Ax7cAg==,A,2023-05-01 06:14:18.208734,2023-05-01
CtYgeWBwGI5ZLCR3Ax7cAg==,A,2023-05-01 06:15:39.464232,2023-05-01
CtYgeWBwGI5ZLCR3Ax7cAg==,A,2023-05-01 06:20:13.955734,2023-05-01
CtYgeWC0eC8rxwQ1PMnjAg==,A,2023-05-01 10:51:45.314376,2023-05-01
CtYgeWC0eC8rxwQ1PMnjAg==,A,2023-05-01 11:10:00.464310,2023-05-01
CtYgeWC0eC8rxwQ1PMnjAg==,A,2023-05-01 11:10:05.800406,2023-05-01
CtYgeWC0eC8rxwQ1PMnjAg==,A,2023-05-01 11:10:38.768495,2023-05-01
CtYgeWC0eC8rxwQ1PMnjAg==,A,2023-05-01 11:11:35.577690,2023-05-01
CtYgeWC0eC8rxwQ1PMnjAg==,A,2023-05-01 11:19:24.832954,2023-05-01
CtYgeWC36Qy4Wi38BcktAg==,A,2023-05-02 10:51:44.739466,2023-05-02
CtYgeWC36Qy4Wi38BcktAg==,A,2023-05-02 10:53:11.923768,2023-05-02
CtYgeWC36Qy4Wi38BcktAg==,A,2023-05-02 10:53:58.737056,2023-05-02
CtYgeWC36Qy4Wi38BcktAg==,A,2023-05-02 10:55:02.788638,2023-05-02
CtYgeWC36Qy4Wi38BcktAg==,A,2023-05-02 10:55:10.308491,2023-05-02
CtYgeWC36Qy4Wi38BcktAg==,A,2023-05-02 10:55:57.680882,2023-05-02
CtYgeWC36Qy4Wi38BcktAg==,A,2023-05-02 10:56:37.573184,2023-05-02
CtYgeWC36Qy4Wi38BcktAg==,A,2023-05-02 10:59:39.454014,2023-05-02
CtYgeWC36Qy4Wi38BcktAg==,A,2023-05-02 11:04:25.092850,2023-05-02
CtYgeWC36Qy4Wi38BcktAg==,A,2023-05-02 11:04:45.843224,2023-05-02
CtYgeWC3pze8li3/CEFZAg==,A,2023-05-01 13:59:36.120948,2023-05-01
CtYgeWC3pze8li3/CEFZAg==,A,2023-05-01 14:06:03.851816,2023-05-01
CtYgeWCGaRUdMRQTBKhiAg==,A,2023-05-03 07:03:50.305976,2023-05-03
CtYgeWCGaRUdMRQTBKhiAg==,A,2023-05-03 07:14:55.622158,2023-05-03
CtYgeWCJjU9mZzq5AwlhAg==,A,2023-05-01 05:27:55.183131,2023-05-01
CtYgeWCJjU9mZzq5AwlhAg==,A,2023-05-01 05:54:46.953540,2023-05-01
CtYgeWCJjU9mZzq5AwlhAg==,A,2023-05-01 05:55:21.548460,2023-05-01
CtYgeWCM+lwGOi6AElRgAg==,A,2023-05-01 05:04:38.756232,2023-05-01
CtYgeWCM+lwGOi6AElRgAg==,A,2023-05-01 05:06:29.017483,2023-05-01
CtYgeWCM+lwGOi6AElRgAg==,A,2023-05-01 05:07:00.885253,2023-05-01
CtYgeWCM+lwGOi6AElRgAg==,A,2023-05-01 05:08:11.778314,2023-05-01
CtYgeWCM+lwGOi6AElRgAg==,A,2023-05-01 05:08:33.785650,2023-05-01
CtYgeWCM+lwGOi6AElRgAg==,A,2023-05-01 05:09:12.242158,2023-05-01
CtYgeWCM+lwGOi6AElRgAg==,A,2023-05-01 05:10:06.050682,2023-05-01
CtYgeWCM+lwGOi6AElRgAg==,A,2023-05-01 05:10:30.626411,2023-05-01
CtYgeWCMRMYEui5/BlyEAg==,A,2023-05-01 10:39:49.401270,2023-05-01
CtYgeWCMRMYEui5/BlyEAg==,A,2023-05-01 10:45:23.828357,2023-05-01
CtYgeWCMRMYEui5/BlyEAg==,A,2023-05-01 10:50:22.330773,2023-05-01
CtYgeWCMRMYEui5/BlyEAg==,A,2023-05-01 10:52:33.080606,2023-05-01
CtYgeWCNbBwEui5/D27mAg==,A,2023-05-02 13:14:16.509365,2023-05-02
CtYgeWCNbBwEui5/D27mAg==,A,2023-05-02 13:15:23.576904,2023-05-02
CtYgeWCNbBwEui5/D27mAg==,A,2023-05-02 13:20:04.471360,2023-05-02
CtYgeWCNbBwEui5/D27mAg==,A,2023-05-02 13:21:32.646698,2023-05-02
CtYgeWCSWuW8/qmEBLtBAg==,A,2023-05-02 08:59:26.536316,2023-05-02
CtYgeWCSWuW8/qmEBLtBAg==,A,2023-05-02 08:59:50.272277,2023-05-02
CtYgeWCSWuW8/qmEBLtBAg==,A,2023-05-02 09:00:23.856459,2023-05-02
CtYgeWCSWuW8/qmEBLtBAg==,A,2023-05-02 09:06:12.185935,2023-05-02
CtYgeWCT1IsOlkb7A2xPAg==,A,2023-05-02 20:56:34.804093,2023-05-02
CtYgeWCT1IsOlkb7A2xPAg==,A,2023-05-02 20:56:56.985818,2023-05-02
CtYgeWCT1IsOlkb7A2xPAg==,A,2023-05-02 20:57:24.359792,2023-05-02
CtYgeWCT1IsOlkb7A2xPAg==,A,2023-05-02 20:58:55.999349,2023-05-02
CtYgeWCT1IsOlkb7A2xPAg==,A,2023-05-02 20:59:13.100143,2023-05-02
CtYgeWCT1IsOlkb7A2xPAg==,A,2023-05-02 20:59:25.438509,2023-05-02
CtYgeWCT1IsOlkb7A2xPAg==,A,2023-05-02 20:59:43.860513,2023-05-02
CtYgeWCT1IsOlkb7A2xPAg==,A,2023-05-02 21:00:10.860287,2023-05-02
CtYgeWCT1IsOlkb7A2xPAg==,A,2023-05-02 21:00:40.654860,2023-05-02
CtYgeWCT1IsOlkb7A2xPAg==,A,2023-05-02 21:02:21.701925,2023-05-02
CtYgeWCT1IsOlkb7A2xPAg==,A,2023-05-02 21:02:34.524500,2023-05-02
CtYgeWCT1IsOlkb7A2xPAg==,A,2023-05-02 21:02:45.005786,2023-05-02
CtYgeWCT1IsOlkb7A2xPAg==,A,2023-05-02 21:03:45.714792,2023-05-02
CtYgeWCT1IsOlkb7A2xPAg==,A,2023-05-02 21:04:20.265112,2023-05-02
CtYgeWCVdUVKhuv7CvIIAg==,A,2023-05-03 21:51:11.415446,2023-05-03
CtYgeWCVdUVKhuv7CvIIAg==,A,2023-05-03 21:52:14.895228,2023-05-03
CtYgeWCVdUVKhuv7CvIIAg==,A,2023-05-03 21:52:42.420012,2023-05-03
CtYgeWCVdUVKhuv7CvIIAg==,A,2023-05-03 21:54:20.626395,2023-05-03
CtYgeWCVdUVKhuv7CvIIAg==,A,2023-05-03 21:56:11.701710,2023-05-03
CtYgeWCVdUVKhuv7CvIIAg==,A,2023-05-03 21:56:53.822643,2023-05-03
CtYgeWCVdUVKhuv7CvIIAg==,A,2023-05-03 21:57:47.743605,2023-05-03
CtYgeWCaQzOk5179A/d2Ag==,A,2023-05-03 01:52:35.857685,2023-05-03
CtYgeWCaQzOk5179A/d2Ag==,A,2023-05-03 01:54:32.373431,2023-05-03
CtYgeWCaQzOk5179A/d2Ag==,A,2023-05-03 01:54:33.273315,2023-05-03
CtYgeWCaQzOk5179A/d2Ag==,A,2023-05-03 01:54:57.671365,2023-05-03
CtYgeWCaQzOk5179A/d2Ag==,A,2023-05-03 01:55:31.946283,2023-05-03
CtYgeWCaQzOk5179A/d2Ag==,A,2023-05-03 01:55:42.444389,2023-05-03
CtYgeWCaQzOk5179A/d2Ag==,A,2023-05-03 01:56:12.389678,2023-05-03
CtYgeWCaQzOk5179A/d2Ag==,A,2023-05-03 01:56:12.916253,2023-05-03
CtYgeWCaQzOk5179A/d2Ag==,A,2023-05-03 01:56:46.716335,2023-05-03
CtYgeWCaQzOk5179A/d2Ag==,A,2023-05-03 01:58:30.706495,2023-05-03
CtYgeWCaQzOk5179A/d2Ag==,A,2023-05-03 02:00:05.887736,2023-05-03
CtYgeWCaQzOk5179A/d2Ag==,A,2023-05-03 02:02:35.499624,2023-05-03
CtYgeWCaQzOk5179A/d2Ag==,A,2023-05-03 02:06:03.947796,2023-05-03
CtYgeWCdBgJR4wX+A0V2Ag==,A,2023-05-01 09:39:53.988716,2023-05-01
CtYgeWCdBgJR4wX+A0V2Ag==,A,2023-05-01 09:42:27.139653,2023-05-01
CtYgeWCdBgJR4wX+A0V2Ag==,A,2023-05-01 09:46:33.263561,2023-05-01
CtYgeWCdBgJR4wX+A0V2Ag==,A,2023-05-01 09:49:10.714577,2023-05-01
CtYgeWCdBnVQrQX9AyulAg==,A,2023-05-02 06:40:58.477336,2023-05-02
CtYgeWCdBnVQrQX9AyulAg==,A,2023-05-02 06:46:18.075165,2023-05-02
CtYgeWCdIOEew9G8A+EfAg==,A,2023-05-02 14:44:03.747480,2023-05-02
CtYgeWCdIOEew9G8A+EfAg==,A,2023-05-02 14:45:25.510397,2023-05-02
CtYgeWCdIOEew9G8A+EfAg==,A,2023-05-02 14:54:50.208199,2023-05-02
CtYgeWCdIOEew9G8A+EfAg==,A,2023-05-02 14:56:18.672935,2023-05-02
CtYgeWChA8gJFiDxFbRrAg==,A,2023-05-03 12:17:37.163014,2023-05-03
CtYgeWChA8gJFiDxFbRrAg==,A,2023-05-03 12:23:28.227523,2023-05-03
CtYgeWChA8gJFiDxFbRrAg==,A,2023-05-03 12:27:21.177691,2023-05-03
CtYgeWChA8gJFiDxFbRrAg==,A,2023-05-03 12:33:09.064632,2023-05-03
CtYgeWCjzMtNg5X0BJ4FAg==,A,2023-05-01 10:18:14.500650,2023-05-01
CtYgeWCjzMtNg5X0BJ4FAg==,A,2023-05-01 10:18:49.099344,2023-05-01
CtYgeWCjzMtNg5X0BJ4FAg==,A,2023-05-01 10:20:55.208324,2023-05-01
CtYgeWCjzMtNg5X0BJ4FAg==,A,2023-05-01 10:21:00.794950,2023-05-01
CtYgeWCjzMtNg5X0BJ4FAg==,A,2023-05-01 10:25:27.454567,2023-05-01
CtYgeWCnPcJmr/bzHrk0Ag==,A,2023-05-01 16:24:18.625470,2023-05-01
CtYgeWCnPcJmr/bzHrk0Ag==,A,2023-05-01 16:40:27.630089,2023-05-01
CtYgeWCpQeMSHZIBNql0Ag==,A,2023-05-01 09:14:33.835835,2023-05-01
CtYgeWCpQeMSHZIBNql0Ag==,A,2023-05-01 09:15:16.533606,2023-05-01
CtYgeWCpQeMSHZIBNql0Ag==,A,2023-05-01 09:15:32.569549,2023-05-01
CtYgeWCpQeMSHZIBNql0Ag==,A,2023-05-01 09:17:39.050602,2023-05-01
CtYgeWCpQeMSHZIBNql0Ag==,A,2023-05-01 09:18:14.711684,2023-05-01
CtYgeWCpQeMSHZIBNql0Ag==,A,2023-05-01 09:21:03.788908,2023-05-01
CtYgeWCqmmYO5ZIAMSxvAg==,A,2023-05-03 14:56:40.003594,2023-05-03
CtYgeWCqmmYO5ZIAMSxvAg==,A,2023-05-03 14:58:49.226387,2023-05-03
CtYgeWCqmmYO5ZIAMSxvAg==,A,2023-05-03 15:03:45.947965,2023-05-03
CtYgeWCvOOV/dvVGA3NFAg==,A,2023-05-01 12:13:26.663493,2023-05-01
CtYgeWCvOOV/dvVGA3NFAg==,A,2023-05-01 12:13:37.907317,2023-05-01
CtYgeWCvOOV/dvVGA3NFAg==,A,2023-05-01 12:13:47.957056,2023-05-01
CtYgeWCvOOV/dvVGA3NFAg==,A,2023-05-01 12:31:00.644536,2023-05-01
CtYgeWCvOOV/dvVGA3NFAg==,A,2023-05-01 12:31:30.478291,2023-05-01
CtYgeWCvOOV/dvVGA3NFAg==,A,2023-05-01 12:32:56.435797,2023-05-01
CtYgeWCvOOV/dvVGA3NFAg==,A,2023-05-01 12:36:11.732882,2023-05-01
CtYgeWCvOOV/dvVGA3NFAg==,A,2023-05-01 12:36:17.396493,2023-05-01
CtYgeWCvT/S4/rydBglMAg==,A,2023-05-03 07:19:42.032212,2023-05-03
CtYgeWCvT/S4/rydBglMAg==,A,2023-05-03 07:20:37.332042,2023-05-03
CtYgeWCvT/S4/rydBglMAg==,A,2023-05-03 07:21:11.139058,2023-05-03
CtYgeWCvT/S4/rydBglMAg==,A,2023-05-03 07:24:08.208396,2023-05-03
CtYgeWCvT/S4/rydBglMAg==,A,2023-05-03 07:24:48.657264,2023-05-03
CtYgeWCvT/S4/rydBglMAg==,A,2023-05-03 07:25:23.606768,2023-05-03
CtYgeWCvT/S4/rydBglMAg==,A,2023-05-03 07:26:25.871797,2023-05-03
CtYgeWCy8jUrxwQ1I+A9Ag==,A,2023-05-02 08:52:37.721723,2023-05-02
